3.5,47.5,6.5,0,16.5,117.5,13.5,37.5,236.5,33.5,0,1,6.5,167.5,6.5,1
2.0,44.0,2.0,0,7.5,112.5,7.5,2.5,206.5,2.5,0,1,0.5,172.5,0.5,1
6.0,44.0,3.0,0,10.5,112.5,10.5,7.5,206.5,7.5,0,1,2.5,172.5,5.5,1
7.0,44.0,3.0,0,9.5,112.5,10.5,7.5,206.5,5.5,0,1,4.5,172.5,1.5,1
10.5,56.5,10.5,0,0.5,105.5,0.5,9.5,213.5,9.5,0,1,15.0,157.0,15.0,1
14.5,56.5,11.5,0,1.5,105.5,4.5,14.5,213.5,12.5,0,1,18.0,157.0,20.0,1
15.5,56.5,13.5,0,5.5,105.5,4.5,13.5,213.5,14.5,0,1,17.0,157.0,16.0,1
1.0,45.0,1.0,0,6.5,111.5,6.5,19.0,223.0,19.0,0,1,11.5,160.5,11.5,1
4.0,45.0,5.0,0,11.5,111.5,9.5,23.0,223.0,20.0,0,1,16.5,160.5,15.5,1
5.0,45.0,5.0,0,10.5,111.5,8.5,23.0,223.0,22.0,0,1,15.5,160.5,14.5,1
7.0,53.0,7.0,0,22.5,127.5,22.5,18.0,222.0,18.0,0,1,0.5,171.5,0.5,1
10.0,53.0,9.0,0,25.5,127.5,27.5,22.0,222.0,21.0,0,1,3.5,171.5,3.5,1
8.0,53.0,9.0,0,25.5,127.5,24.5,20.0,222.0,22.0,0,1,5.5,171.5,2.5,1
3.5,42.5,3.5,0,16.5,121.5,16.5,8.0,212.0,8.0,0,1,10.0,162.0,10.0,1
5.5,42.5,6.5,0,21.5,121.5,17.5,13.0,212.0,9.0,0,1,15.0,162.0,11.0,1
8.5,42.5,8.5,0,18.5,121.5,20.5,11.0,212.0,10.0,0,1,11.0,162.0,11.0,1
4.5,50.5,4.5,0,13.5,118.5,13.5,69.0,273.0,69.0,0,1,3.0,169.0,3.0,1
6.5,50.5,8.5,0,18.5,118.5,14.5,70.0,273.0,74.0,0,1,5.0,169.0,6.0,1
7.5,50.5,7.5,0,15.5,118.5,16.5,72.0,273.0,72.0,0,1,6.0,169.0,8.0,1
15.0,49.0,15.0,0,6.0,124.0,6.0,46.5,256.5,46.5,0,1,35.0,157.0,35.0,1
1.5,65.5,1.5,0,11.0,141.0,11.0,13.0,290.0,13.0,0,1,25.0,147.0,25.0,1
4.5,65.5,2.5,0,13.0,141.0,14.0,14.0,290.0,14.0,0,1,29.0,147.0,30.0,1
6.5,65.5,3.5,0,12.0,141.0,14.0,15.0,290.0,18.0,0,1,28.0,147.0,30.0,1
7.5,56.5,7.5,0,2.0,132.0,2.0,16.0,287.0,16.0,0,1,20.0,142.0,20.0,1
7.5,56.5,7.5,0,0.0,130.0,0.0,17.0,286.0,17.0,0,1,20.5,142.5,20.5,1
9.5,56.5,9.5,0,2.0,130.0,4.0,18.0,286.0,20.0,0,1,22.5,142.5,25.5,1
11.0,53.0,11.0,0,5.0,125.0,5.0,47.0,256.0,47.0,0,1,25.5,147.5,25.5,1
1.5,65.5,1.5,0,12.0,118.0,12.0,40.0,263.0,40.0,0,1,10.0,132.0,10.0,1
6.5,65.5,6.5,0,14.0,118.0,13.0,45.0,263.0,41.0,0,1,11.0,132.0,11.0,1
3.5,65.5,4.5,0,13.0,118.0,14.0,42.0,263.0,44.0,0,1,14.0,132.0,13.0,1
6.0,70.0,6.0,0,5.0,135.0,5.0,53.0,250.0,53.0,0,1,3.0,119.0,3.0,1
10.0,70.0,8.0,0,8.0,135.0,6.0,57.0,250.0,58.0,0,1,4.0,119.0,4.0,1
11.0,70.0,11.0,0,9.0,135.0,7.0,57.0,250.0,58.0,0,1,4.0,119.0,6.0,1
10.0,54.0,10.0,0,6.0,124.0,6.0,30.5,272.5,30.5,0,1,13.5,135.5,13.5,1
12.5,51.5,12.5,0,4.0,134.0,4.0,41.5,261.5,41.5,0,1,15.0,137.0,15.0,1
4.5,59.5,4.5,0,1.0,131.0,1.0,19.5,322.5,19.5,0,1,22.0,144.0,22.0,1
3.5,62.5,3.5,1,11.0,149.0,11.0,21.5,249.5,21.5,0,0,22.0,160.0,22.0,1
2.5,61.5,2.5,1,16.0,154.0,16.0,22.0,249.0,22.0,0,0,13.5,168.5,13.5,1
6.5,47.5,6.5,0,2.0,110.0,2.0,0.5,267.5,0.5,0,0,2.5,169.5,2.5,1
10.5,47.5,7.5,0,4.0,110.0,5.0,3.5,267.5,4.5,0,0,5.5,169.5,7.5,1
9.5,47.5,11.5,0,7.0,110.0,7.0,5.5,267.5,1.5,0,0,6.5,169.5,6.5,1
5.5,46.5,5.5,0,12.0,124.0,12.0,36.0,232.0,36.0,0,0,1.5,170.5,1.5,1
7.5,46.5,7.5,0,15.0,124.0,13.0,38.0,232.0,38.0,0,0,5.5,170.5,5.5,1
16.5,57.5,16.5,0,4.0,116.0,4.0,0.5,268.5,0.5,0,0,25.5,146.5,25.5,1
20.5,57.5,21.5,0,7.0,116.0,8.0,5.5,268.5,5.5,0,0,27.5,146.5,27.5,1
21.5,57.5,20.5,0,7.0,116.0,9.0,3.5,268.5,3.5,0,0,30.5,146.5,30.5,1
5.0,46.0,5.0,0,4.0,116.0,4.0,13.5,281.5,13.5,0,0,7.5,164.5,7.5,1
9.0,46.0,6.0,0,7.0,116.0,7.0,18.5,281.5,15.5,0,0,10.5,164.5,8.5,1
10.0,46.0,9.0,0,5.0,116.0,8.0,17.5,281.5,14.5,0,0,12.5,164.5,8.5,1
1.0,53.0,1.0,0,14.0,122.0,14.0,35.5,231.5,35.5,0,0,1.0,168.0,1.0,1
